full_name,party,state,chamber,bioguide_id,photo_url,district,office_phone,office_address,district_offices,committees,reject_aipac_commitment,reject_aipac_link,first_year_in_office,official_website,birth_year,age,years_in_office,in_office,119.H.Amdt.55 — Blocking weapons to Israel Amendment,H.Con.Res.38 — Iran War Powers Resolution (Preferred),H.Con.Res.40 — Iran War Powers Resolution,H.R.1422 — Enhanced Iran Sanctions Act,H.R.1576 — Alien Land Law House Bill,H.R.23 — Sanctions Against ICC,H.R.2619 — Travel to Iran Ban,H.R.3565 — Block the Bombs Act,H.R.630 — Neighbors Not Enemies Act,H.R.924 — NO BAN Act,H.Res.166 — MEK Bill,S.193 — Neighbors Not Enemies Act,S.197 — Alien Land Law Senate Bill,S.2087 — No War Against Iran Act,S.2555 — Student Visa Integrity Act,S.398 — NO BAN Act,S.5 — Laken Riley Act,S.556 — Enhanced Iran Sanctions Act,S.J.Res.104 — Iran War Powers Resolution 2026,S.J.Res.118 — Iran War Powers Resolution,S.J.Res.123 — Iran War Powers Resolution,S.J.Res.138 — Joint Resolution of Disapproval to Block Military Sale to Israel,S.J.Res.26 — Blocking Weapons to Israel (JRD 1),S.J.Res.32 — Joint Resolution of Disapproval to Block Military Sale to Israel,S.J.Res.33 — Blocking Weapons to Israel (JRD 2),S.J.Res.34 — Blocking Weapons to Israel (JRD 3),S.J.Res.41 — Blocking Weapons to Israel (JRD 4),S.J.Res.59 — Iran War Powers Resolution 2025,H.Con.Res.38 — Iran War Powers Resolution (Preferred)_cosponsor,H.Con.Res.40 — Iran War Powers Resolution_cosponsor,H.R.1422 — Enhanced Iran Sanctions Act_cosponsor,H.R.1576 — Alien Land Law House Bill_cosponsor,H.R.23 — Sanctions Against ICC_cosponsor,H.R.2619 — Travel to Iran Ban_cosponsor,H.R.3565 — Block the Bombs Act_cosponsor,H.R.630 — Neighbors Not Enemies Act_cosponsor,H.R.924 — NO BAN Act_cosponsor,H.Res.166 — MEK Bill_cosponsor,S.193 — Neighbors Not Enemies Act_cosponsor,S.197 — Alien Land Law Senate Bill_cosponsor,S.2087 — No War Against Iran Act_cosponsor,S.398 — NO BAN Act_cosponsor,S.5 — Laken Riley Act_cosponsor,S.556 — Enhanced Iran Sanctions Act_cosponsor,S.J.Res.104 — Iran War Powers Resolution 2026_cosponsor,S.J.Res.118 — Iran War Powers Resolution_cosponsor,S.J.Res.123 — Iran War Powers Resolution_cosponsor,S.J.Res.138 — Joint Resolution of Disapproval to Block Military Sale to Israel_cosponsor,S.J.Res.32 — Joint Resolution of Disapproval to Block Military Sale to Israel_cosponsor,S.J.Res.34 — Blocking Weapons to Israel (JRD 3)_cosponsor,S.J.Res.41 — Blocking Weapons to Israel (JRD 4)_cosponsor,119.H.Amdt.55 — Blocking weapons to Israel Amendment_absent,H.Con.Res.38 — Iran War Powers Resolution (Preferred)_absent,H.Con.Res.40 — Iran War Powers Resolution_absent,H.R.1422 — Enhanced Iran Sanctions Act_absent,H.R.1576 — Alien Land Law House Bill_absent,H.R.23 — Sanctions Against ICC_absent,H.R.2619 — Travel to Iran Ban_absent,H.R.3565 — Block the Bombs Act_absent,H.R.630 — Neighbors Not Enemies Act_absent,H.R.924 — NO BAN Act_absent,H.Res.166 — MEK Bill_absent,S.193 — Neighbors Not Enemies Act_absent,S.197 — Alien Land Law Senate Bill_absent,S.2087 — No War Against Iran Act_absent,S.398 — NO BAN Act_absent,S.5 — Laken Riley Act_absent,S.556 — Enhanced Iran Sanctions Act_absent,S.J.Res.104 — Iran War Powers Resolution 2026_absent,S.J.Res.118 — Iran War Powers Resolution_absent,S.J.Res.123 — Iran War Powers Resolution_absent,S.J.Res.138 — Joint Resolution of Disapproval to Block Military Sale to Israel_absent,S.J.Res.26 — Blocking Weapons to Israel (JRD 1)_absent,S.J.Res.32 — Joint Resolution of Disapproval to Block Military Sale to Israel_absent,S.J.Res.33 — Blocking Weapons to Israel (JRD 2)_absent,S.J.Res.34 — Blocking Weapons to Israel (JRD 3)_absent,S.J.Res.41 — Blocking Weapons to Israel (JRD 4)_absent,S.J.Res.59 — Iran War Powers Resolution 2025_absent,119.H.Amdt.55 — Blocking weapons to Israel Amendment_present,H.Con.Res.38 — Iran War Powers Resolution (Preferred)_present,H.Con.Res.40 — Iran War Powers Resolution_present,H.R.1422 — Enhanced Iran Sanctions Act_present,H.R.1576 — Alien Land Law House Bill_present,H.R.23 — Sanctions Against ICC_present,H.R.2619 — Travel to Iran Ban_present,H.R.3565 — Block the Bombs Act_present,H.R.630 — Neighbors Not Enemies Act_present,H.R.924 — NO BAN Act_present,H.Res.166 — MEK Bill_present,S.193 — Neighbors Not Enemies Act_present,S.197 — Alien Land Law Senate Bill_present,S.2087 — No War Against Iran Act_present,S.398 — NO BAN Act_present,S.5 — Laken Riley Act_present,S.556 — Enhanced Iran Sanctions Act_present,S.J.Res.104 — Iran War Powers Resolution 2026_present,S.J.Res.118 — Iran War Powers Resolution_present,S.J.Res.123 — Iran War Powers Resolution_present,S.J.Res.138 — Joint Resolution of Disapproval to Block Military Sale to Israel_present,S.J.Res.26 — Blocking Weapons to Israel (JRD 1)_present,S.J.Res.32 — Joint Resolution of Disapproval to Block Military Sale to Israel_present,S.J.Res.33 — Blocking Weapons to Israel (JRD 2)_present,S.J.Res.34 — Blocking Weapons to Israel (JRD 3)_present,S.J.Res.41 — Blocking Weapons to Israel (JRD 4)_present,S.J.Res.59 — Iran War Powers Resolution 2025_present,119.H.Amdt.55 — Blocking weapons to Israel Amendment_not_in_office,H.Con.Res.38 — Iran War Powers Resolution (Preferred)_not_in_office,H.Con.Res.40 — Iran War Powers Resolution_not_in_office,H.R.23 — Sanctions Against ICC_not_in_office,S.5 — Laken Riley Act_not_in_office,S.J.Res.104 — Iran War Powers Resolution 2026_not_in_office,S.J.Res.118 — Iran War Powers Resolution_not_in_office,S.J.Res.26 — Blocking Weapons to Israel (JRD 1)_not_in_office,S.J.Res.33 — Blocking Weapons to Israel (JRD 2)_not_in_office,S.J.Res.34 — Blocking Weapons to Israel (JRD 3)_not_in_office,S.J.Res.41 — Blocking Weapons to Israel (JRD 4)_not_in_office,S.J.Res.59 — Iran War Powers Resolution 2025_not_in_office,H.R.1800 — Solidify Iran Sanctions Act,S.1889 — Solidify Iran Sanctions Act,H.R.4281 — Bunker Buster Act,H.Res.521 — Supporting Israel war on Iran,H.R.3326 — Persian Gulf Act,H.R.1800 — Solidify Iran Sanctions Act_cosponsor,S.1889 — Solidify Iran Sanctions Act_cosponsor,H.R.4281 — Bunker Buster Act_cosponsor,H.Res.521 — Supporting Israel war on Iran_cosponsor,H.R.3326 — Persian Gulf Act_cosponsor,H_R_2619_Travel_to_Iran_Amendment,Total,Max_Possible,Percent,Grade,Total_Civil_Rights_Immigration,Max_Possible_Civil_Rights_Immigration,Percent_Civil_Rights_Immigration,Grade_Civil_Rights_Immigration,Total_Iran,Max_Possible_Iran,Percent_Iran,Grade_Iran,Total_Israel_Gaza,Max_Possible_Israel_Gaza,Percent_Israel_Gaza,Grade_Israel_Gaza,iran_war_powers_position,iran_war_powers_quote,iran_war_powers_quote_link,iran_war_powers_quote_position
"Mejia, Analilia",Democratic,New Jersey,HOUSE,M001246,,11,,"Washington, DC, 20515",,,,,2026,,1977,49,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,4.0,23.0,0.17391304347826086,F,2.0,7.0,0.2857142857142857,D,2.0,11.0,0.18181818181818182,F,0.0,5.0,0.0,F,likely_support,,,
"Fuller, Clay",Republican,Georgia,HOUSE,F000485,,14,(202) 225-5211,"2201 Rayburn House Office Building, Washington, DC, 20515",,,,,2026,,1981,45,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,4.0,28.0,0.14285714285714285,F,2.0,7.0,0.2857142857142857,D,2.0,16.0,0.125,F,0.0,5.0,0.0,F,likely_oppose,,,
"Castro, Joaquin",Democratic,Texas,HOUSE,C001091,https://www.congress.gov/img/member/69d7f5b07304cef7a0c977b1_200.jpg,20,(202) 225-3236,"2241 Rayburn House Office Building, Washington, DC, 20515",,,,,2013,https://castro.house.gov,1974,52,13,1,0.0,10.0,9.0,1.0,1.0,4.0,1.0,5.0,1.0,0.0,1.0,,,,,,4.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.0,41.0,47.0,0.8723404255319149,A,11.0,15.0,0.7333333333333333,B,21.0,21.0,1.0,A+,9.0,11.0,0.8181818181818182,A-,likely_support,"“Americans are struggling to pay for rent, childcare, and healthcare. Instead of addressing the issues at home, what is Donald Trump giving us? Yet another war in the Middle East.”",https://x.com/JoaquinCastrotx/status/2024599305152036953?s=20,likely_support
"McDonald Rivet, Kristen",Democratic,Michigan,HOUSE,M001237,https://www.congress.gov/img/member/69d7f4ee7304cef7a0c977a8_200.jpg,8,(202) 225-3611,"1408 Longworth House Office Building, Washington, DC, 20515",,,,,2025,https://mcdonaldrivet.house.gov/,1970,56,1,1,0.0,5.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,,,,,,,,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,20.0,50.0,0.4,C-,1.0,14.0,0.07142857142857142,F,15.0,25.0,0.6,B-,4.0,11.0,0.36363636363636365,D,support,,,
"Crow, Jason",Democratic,Colorado,HOUSE,C001121,https://www.congress.gov/img/member/69d7f4167304cef7a0c9779f_200.jpg,6,(202) 225-7882,"1323 Longworth House Office Building, Washington, DC, 20515",,,,,2019,https://crow.house.gov/,1979,47,7,1,0.0,5.0,9.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,,,,,,4.0,,,,,,,,,,,,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,25.0,47.0,0.5319148936170213,C,6.0,11.0,0.5454545454545454,C,15.0,25.0,0.6,B-,4.0,11.0,0.36363636363636365,D,likely_support,“Americans don't want to be pulled into more conflict in the Middle East. No more endless wars. No more blank checks from Congress.”,https://x.com/RepJasonCrow/status/2024544960733991355,likely_support
"Armstrong, Alan",Republican,Oklahoma,SENATE,A000383,,,(202) 224-4721,"G12 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC, 20510",,,,,2026,https://www.armstrong.senate.gov/,1962,64,0,1,,,,,,0.0,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,7.0,26.0,0.2692307692307692,D,2.0,8.0,0.25,D,5.0,18.0,0.2777777777777778,D,0.0,0.0,0.0,F,likely_oppose,,,
"Kiley, Kevin",Independent,California,HOUSE,K000401,https://www.congress.gov/img/member/k000401_200.jpg,3,(202) 225-2523,"2445 Rayburn House Office Building, Washington, DC, 20515",,,,,2023,https://kiley.house.gov,1985,41,3,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,3.0,47.0,0.06382978723404255,F,2.0,11.0,0.18181818181818182,F,1.0,25.0,0.04,F,0.0,11.0,0.0,F,likely_support,,,
"Boyle, Brendan F.",Democratic,Pennsylvania,HOUSE,B001296,https://www.congress.gov/img/member/69b30d648b7b84825b02d362_200.jpg,2,(202) 225-6111,"1502 Longworth House Office Building, Washington, DC, 20515",,,,,2015,https://boyle.house.gov/,1977,49,11,1,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0,,,,,0,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,16.0,47.0,0.3404255319148936,D,6.0,11.0,0.5454545454545454,C,10.0,29.0,0.3448275862068966,D,0.0,7.0,0.0,F,support,,,
"Young, Todd",Republican,Indiana,SENATE,Y000064,https://www.congress.gov/img/member/y000064_200.jpg,,(202) 224-5623,"185 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC, 20515",,,,,2011,https://www.young.senate.gov,1972,54,15,1,,,,,,0.0,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,,,,,,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,7.0,67.0,0.1044776119402985,F,2.0,12.0,0.16666666666666666,F,5.0,35.0,0.14285714285714285,F,0.0,20.0,0.0,F,likely_oppose,,,
"Wyden, Ron",Democratic,Oregon,SENATE,W000779,https://www.congress.gov/img/member/w000779_200.jpg,,(202) 224-5244,"221 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC, 20515",,,,,1981,https://www.wyden.senate.gov/,1949,77,45,1,,,,,,4.0,,,,,,0.0,1.0,0.0,1.0,4.0,4.0,0.0,7.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,10.0,,,,,0,,,,,,0.0,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,43.0,67.0,0.6417910447761194,B-,10.0,12.0,0.8333333333333334,A-,29.0,35.0,0.8285714285714286,A-,4.0,20.0,0.2,D,support,,,
